timestamp,demand_mw,temperature_c,humidity_percent,hour,dayofweek,quarter,month,year,dayofyear,demand_lag_24h,demand_lag_168h,demand_rolling_mean_24h,demand_rolling_std_24h,temp_squared,temp_x_humidity
2021-01-01 14:00:00,103.27118982885844,-7.673650422716128,81.23515081683777,14,4,1,1,2021,1,,,,,58.884910810051416,-623.3701494050356
2021-01-01 15:00:00,102.59397594548004,-1.434452707284272,89.90695571932214,15,4,1,1,2021,1,,,,,2.0576545694351775,-128.9672760352688
2021-01-01 16:00:00,102.4359883545584,-2.960420357051075,77.47245054125554,16,4,1,1,2021,1,,,,,8.764088690442414,-229.35101969296548
2021-01-01 17:00:00,106.61745485691384,-1.8154605991426005,74.57591946168994,17,4,1,1,2021,1,,,,,3.29589718703921,-135.38964342752993
2021-01-01 18:00:00,105.22738517306674,-2.1474459984075795,82.74592488347074,18,4,1,1,2021,1,,,,,4.611524316076726,-177.6924052755434
2021-01-01 19:00:00,96.41540740216828,-5.9886593314688525,85.46522103654937,19,4,1,1,2021,1,,,,,35.86404058838897,-511.8220934765794
2021-01-01 20:00:00,97.9908190046434,-4.658260444908091,81.31587748303329,20,4,1,1,2021,1,,,,,21.699390372595328,-378.7905356222065
2021-01-01 21:00:00,102.33411834770368,-1.9374345243902789,85.65312398790313,21,4,1,1,2021,1,,,,,3.753652536299386,-165.9473195360447
2021-01-01 22:00:00,100.1256091511362,-8.23168396598972,80.18217558317235,22,4,1,1,2021,1,,,,,67.76062091593225,-660.0343291061723
2021-01-01 23:00:00,105.37937932840092,-5.156674885174225,83.27278878063433,23,4,1,1,2021,1,,,104.37477412782941,4.980994473005282,26.59129587138661,-429.41069852351507
2021-01-02 00:00:00,108.30096161828388,-5.45834237972791,88.6411690467704,0,5,1,1,2021,2,116.27471583797087,,104.04253436867579,4.382743700639789,29.79350153433374,-483.83384959661265
2021-01-02 01:00:00,120.64864299992549,-2.131312562459757,84.44157765955985,1,5,1,1,2021,2,104.56047731697323,,104.71287460546546,5.542343752100148,4.542493238898775,-179.97139525974106
2021-01-02 02:00:00,105.55529326327446,-2.37487527979409,85.98522607136303,2,5,1,1,2021,2,105.72610046793471,,104.70575763860461,5.541095618572019,5.6400325945770575,-204.20418782438637
2021-01-02 03:00:00,115.40868274122676,-8.39134922147469,82.29687643760504,3,5,1,1,2021,2,99.72407236330888,,105.35928307101786,5.844622801219912,70.41474175674388,-690.5818300244957
2021-01-02 04:00:00,115.08811189622809,-6.850437532883273,79.94372933480426,4,5,1,1,2021,2,95.61212214662216,,106.17078264391812,5.784196489600189,46.928494391935864,-547.6495239538046
2021-01-02 05:00:00,101.44672139720754,-4.696387157260527,93.57038809960044,5,5,1,1,2021,2,107.90201556757675,,105.90181205348607,5.849907731116526,22.056052330881613,-439.4427689708467
2021-01-02 06:00:00,111.94939607429464,-4.273297314042965,84.89887085021482,6,5,1,1,2021,2,111.6087515473086,,105.9160055754438,5.864750818667046,18.261069934206823,-362.79811676950357
2021-01-02 07:00:00,113.14155919686549,-7.08105962570731,84.034821977774,7,5,1,1,2021,2,109.44654793667512,,106.06996437795175,6.008208030827139,50.141405422822146,-595.0555850603167
2021-01-02 08:00:00,113.90742523535604,-4.150914477250952,82.00652577252751,8,5,1,1,2021,2,108.80241559284214,,106.28267311305649,6.1965649283707585,17.230090997451544,-340.40207505823776
2021-01-02 09:00:00,117.65567652794324,-3.921685658530328,81.55306692609638,9,5,1,1,2021,2,109.1188547096844,,106.63837402215059,6.5984362914032735,15.379618404322454,-319.8254929732362
2021-01-02 10:00:00,110.4798974847537,-6.471508489937954,78.61827688340135,10,5,1,1,2021,2,105.0562164544947,,106.86436073174474,6.634670839527635,41.88042213533902,-508.77884631522465
2021-01-02 11:00:00,113.81524733170691,-3.5728344967622885,75.378617521865,11,5,1,1,2021,2,99.09277442589232,,107.47779710282033,6.565124207864451,12.765146341254635,-269.31532500036957
2021-01-02 12:00:00,106.7090795410458,-4.388823833398591,77.06669889006983,12,5,1,1,2021,2,101.22559653062436,,107.7062755615879,6.432146649027611,19.261774640607506,-338.23216485009124
2021-01-02 13:00:00,98.83028250285008,-3.507254827746773,84.56952337214064,13,5,1,1,2021,2,108.45259077706764,,107.30534605016216,6.678766290847401,12.300836426753046,-296.6068691271838
2021-01-02 14:00:00,115.05445773043137,-4.245061080360198,80.41212631482364,14,5,1,1,2021,2,103.27118982885844,,107.79631554606102,6.80129537269314,18.020543575988892,-341.35438780806595
2021-01-02 15:00:00,110.44904697317249,-7.379209204339235,78.06660631319393,15,5,1,1,2021,2,102.59397594548004,,108.1236101722149,6.728676319666654,54.45272848140488,-576.0698198578481
2021-01-02 16:00:00,108.36899242424715,-5.507612095307569,87.75668187829474,16,5,1,1,2021,2,102.4359883545584,,108.3708186751186,6.618719949791044,30.33379099237823,-483.3297625569547
2021-01-02 17:00:00,107.87773673409431,-4.724258403802304,86.55603158538747,17,5,1,1,2021,2,106.61745485691384,,108.42333042000111,6.609196827865287,22.318617465896697,-408.91305961704444
2021-01-02 18:00:00,113.98457037031494,-8.146898542684074,87.08254938478005,18,5,1,1,2021,2,105.22738517306674,,108.78821313655311,6.666568377903765,66.37195586478789,-709.4526946760785
2021-01-02 19:00:00,112.5735053795078,-6.545783242207314,80.40462849058844,19,5,1,1,2021,2,96.41540740216828,,109.46146721894227,6.159318464394051,42.847278253962095,-526.3112697695985
2021-01-02 20:00:00,108.5240468764243,-5.501193094771763,92.14823659794894,20,5,1,1,2021,2,97.9908190046434,,109.90035171359982,5.661601428097943,30.263125465964524,-506.9252428680313
2021-01-02 21:00:00,112.10147773041103,-5.259011553263986,81.66887566056538,21,5,1,1,2021,2,102.33411834770368,,110.3073250212126,5.440819234368849,27.65720251736408,-429.49756064099324
2021-01-02 22:00:00,121.56146960566414,-3.8531698720280514,81.80148374037398,22,5,1,1,2021,2,100.1256091511362,,111.2004858734846,5.456151620043664,14.84691806270467,-315.19501263560153
2021-01-02 23:00:00,107.88017060667146,-0.999714368023183,85.66225840804289,23,5,1,1,2021,2,105.37937932840092,,111.30468551007921,5.363237228294763,0.9994288176319922,-85.6377905278352
2021-01-03 00:00:00,112.4450389173515,-5.0719966254953786,85.10344977242211,0,6,1,1,2021,3,108.30096161828388,,111.47735539754036,5.328927224427858,25.725149769036506,-431.6444100637404
2021-01-03 01:00:00,111.1975740773186,-5.395632314049231,82.05704585316452,1,6,1,1,2021,3,120.64864299992549,,111.0835608590984,4.95802242015747,29.11284806841226,-442.74964820075394
2021-01-03 02:00:00,110.49803847717642,1.443638830518542,83.35271823412229,2,6,1,1,2021,3,105.55529326327446,,111.28950857634432,4.8191142614231595,2.0840930729809433,120.33122067204985
2021-01-03 03:00:00,98.577600524955,-5.201890291902056,91.78792118269511,3,6,1,1,2021,3,115.40868274122676,,110.58821348399967,5.3850448596743625,27.05966260898486,-477.4706961141328
2021-01-03 04:00:00,113.5889595337216,-9.842449527812182,98.64848127724,4,6,1,1,2021,3,115.08811189622809,,110.52574880222856,5.3390767574126725,96.87381270753023,-970.9426979665596
2021-01-03 05:00:00,101.85847372847788,-3.7891753131006176,77.98031782104722,5,6,1,1,2021,3,101.44672139720754,,110.54290514936481,5.30921221009755,14.357849553411164,-295.4810951952523
2021-01-03 06:00:00,109.50739892506918,-6.417117553284827,90.93999759592772,6,6,1,1,2021,3,111.94939607429464,,110.44115526814711,5.304483223656819,41.17939769267625,-583.5726548685077
2021-01-03 07:00:00,114.46718716440652,-1.1189785935433538,85.53820606148005,7,6,1,1,2021,3,113.14155919686549,,110.49638976679465,5.340603301152988,1.2521130928082622,-95.71542151289654
2021-01-03 08:00:00,102.87039894444688,-10.020513098135392,77.28689984028266,8,6,1,1,2021,3,113.90742523535604,,110.0365136713401,5.506722815223778,100.41068274990296,-774.4543921638306
2021-01-03 09:00:00,105.98955016039932,-7.116536770860123,81.57814034745628,9,6,1,1,2021,3,117.65567652794324,,109.55042507269245,5.31653455196326,50.64509561100423,-580.5538354810604
2021-01-03 10:00:00,91.25796296280876,-2.9698166742268444,84.23052877989205,10,6,1,1,2021,3,110.4798974847537,,108.74951113427805,6.488995861107704,8.819811078515794,-250.14922884946753
2021-01-03 11:00:00,116.57254563666166,-3.9450221614157535,74.2548880118052,11,6,1,1,2021,3,113.81524733170691,,108.86439856365116,6.605939206025297,15.563199854061423,-292.9371788000165
2021-01-03 12:00:00,110.1053196959407,-3.1997439177135627,85.04737555801862,12,6,1,1,2021,3,106.7090795410458,,109.00590857010512,6.594127286609779,10.238361138944938,-272.12982265927116
2021-01-03 13:00:00,106.79343365928548,-5.793831355174174,91.03255826134009,13,6,1,1,2021,3,98.83028250285008,,109.33770653495661,6.251286335380912,33.5684817721994,-527.4272903962719
2021-01-03 14:00:00,103.39436127069482,-4.6644906378552,86.06836488660664,14,6,1,1,2021,3,115.05445773043137,,108.85186918246758,6.240765552902111,21.757472910638807,-401.4650822290819
2021-01-03 15:00:00,110.48544718959066,-1.6482481488064136,93.22136205043716,15,6,1,1,2021,3,110.44904697317249,,108.85338585815167,6.241174996632455,2.716721960043769,-153.6519374288455
2021-01-03 16:00:00,111.33153149380551,-3.0045402836984243,71.13370331135933,16,6,1,1,2021,3,108.36899242424715,,108.97682498604992,6.260445109683085,9.027262316366608,-213.7240771276311
2021-01-03 17:00:00,105.04484439362147,-6.601371030291701,81.03089578395415,17,6,1,1,2021,3,107.87773673409431,,108.85878780519691,6.308589962035821,43.57809947957451,-534.9150079867809
2021-01-03 18:00:00,102.56376790468764,-5.879679005137318,86.31206892214102,18,6,1,1,2021,3,113.98457037031494,,108.38292103579577,6.3358192098538995,34.57062520345256,-507.4872595314777
2021-01-03 19:00:00,99.14528389470104,-5.9780559558042645,77.9377892050142,19,6,1,1,2021,3,112.5735053795078,,107.82341180726216,6.539311376271447,35.737153010726836,-465.9164649392524
2021-01-03 20:00:00,102.2969805251575,-6.58699927460801,80.58791130740794,20,6,1,1,2021,3,108.5240468764243,,107.56395070929268,6.6331660651057485,43.38855944368645,-530.8325133240706
2021-01-03 21:00:00,112.00552968822896,-4.900288076815696,76.38538628114048,21,6,1,1,2021,3,112.10147773041103,,107.55995287420178,6.630340688543317,24.012823235782072,-374.31039763643395
2021-01-03 22:00:00,100.08200963653286,-4.686162413579455,85.7041481466383,22,6,1,1,2021,3,121.56146960566414,,106.66497537548798,6.085500003711623,21.96011816644482,-401.6235577326217
2021-01-03 23:00:00,109.44801724774534,-5.464532211868623,79.88859654309609,23,6,1,1,2021,3,107.88017060667146,,106.73030231886605,6.1074876951703105,29.861112294549788,-436.5538091707249
2021-01-04 00:00:00,98.6275748555608,-7.258916030690893,81.64787362193326,0,0,1,1,2021,4,112.4450389173515,,106.15457464962476,6.195977721731778,52.69186194062122,-592.6750587060754
2021-01-04 01:00:00,92.57796283233723,-3.728871618123284,88.68015056084491,1,0,1,1,2021,4,111.1975740773186,,105.37875751441722,6.6835955895381405,13.904483544445357,-330.6768965172342
2021-01-04 02:00:00,99.90542486276374,-3.706848358867487,86.15717923370869,2,0,1,1,2021,4,110.49803847717642,,104.9373986138167,6.680586860917302,13.740724755638583,-319.371598447125
2021-01-04 03:00:00,97.535493267679,-7.394464311179637,81.1071246293858,3,0,1,1,2021,4,98.577600524955,,104.89397747809686,6.726946009327745,54.67810244930934,-599.7437384543922
2021-01-04 04:00:00,103.06017088180424,-4.568353869052121,79.8813234314481,4,0,1,1,2021,4,113.5889595337216,,104.45527795093363,6.473802119066927,20.869857072883484,-364.92615296305974
2021-01-04 05:00:00,106.328144253802,-7.292758821523655,82.15311131761047,5,0,1,1,2021,4,101.85847372847788,,104.64151422282214,6.460126665909429,53.1843312289111,-599.1228272771186
2021-01-04 06:00:00,99.98193128670316,-7.082792856083291,90.48140656760782,6,0,1,1,2021,4,109.50739892506918,,104.24461973789022,6.440762559638044,50.1659546421845,-640.8610600454205
2021-01-04 07:00:00,96.53740836126944,-7.720514555752602,98.8884638048614,7,0,1,1,2021,4,114.46718716440652,,103.49754562109284,6.240206458374272,59.6063450055878,-763.4698242014467
2021-01-04 08:00:00,99.4486773887743,-1.0635233665163524,84.07815261470026,8,0,1,1,2021,4,102.87039894444688,,103.35497388960647,6.2940145584789065,1.1310819511262755,-89.41907991926168
2021-01-04 09:00:00,99.23059787150969,-4.244076765957456,78.15936922299898,9,0,1,1,2021,4,105.98955016039932,,103.07335087756941,6.3221565251111915,18.012187595339903,-331.7143629612202
2021-01-04 10:00:00,95.46634535727858,-7.429038774545365,83.81347401110332,10,0,1,1,2021,4,91.25796296280876,,103.24870014400567,6.031898744204944,55.1906171136985,-622.6535482578369
2021-01-04 11:00:00,97.77754144264914,-5.738282285715193,83.16922848299401,11,0,1,1,2021,4,116.57254563666166,,102.46557496925514,5.4154261724272725,32.927883590552774,-477.248510520564
2021-01-04 12:00:00,100.94546057753962,-5.432379312138172,76.828596000986,12,0,1,1,2021,4,110.1053196959407,,102.0839141726551,5.17084815015178,29.5107449909468,-417.3620754963778
2021-01-04 13:00:00,102.98322135792066,-8.62262427509295,89.59543398279504,13,0,1,1,2021,4,106.79343365928548,,101.92515532676488,5.077617972535275,74.34964938942221,-772.5477639975363
2021-01-04 14:00:00,98.16432331551714,-2.300254788094547,90.14332768386896,14,0,1,1,2021,4,103.39436127069482,,101.70723707863249,5.12384141274287,5.29117209015189,-207.3526211195953
2021-01-04 15:00:00,98.67821119017614,-7.296752352441132,73.40188186328805,15,0,1,1,2021,4,110.48544718959066,,101.21526891199022,4.801021221802988,53.242594892855195,-535.5953541595532
2021-01-04 16:00:00,103.415307734888,-4.41908839259464,85.0426741388589,16,0,1,1,2021,4,111.33153149380551,,100.88542625536866,4.324026925888652,19.528342221564678,-375.8110941622397
2021-01-04 17:00:00,103.72201331820806,-4.515228344764081,88.18382367399218,17,0,1,1,2021,4,105.04484439362147,,100.8303082938931,4.2768759364731945,20.38728700536098,-398.1701002024873
2021-01-04 18:00:00,96.0564625729568,-10.953530060264564,82.71834817096979,18,0,1,1,2021,4,102.56376790468764,,100.55917057173764,4.367511995193458,119.97982078111941,-906.0579132261479
2021-01-04 19:00:00,95.17671329481232,-3.316512373274084,91.58148911916128,19,0,1,1,2021,4,99.14528389470104,,100.39381346340895,4.496589253758997,10.999254322080096,-303.7311418265643
2021-01-04 20:00:00,98.34356527334208,-8.710830270722424,83.78000495946371,20,0,1,1,2021,4,102.2969805251575,,100.22908782791664,4.496251999686293,75.8785640053341,-729.7934032821713
2021-01-04 21:00:00,99.63671169691612,-11.442871315299415,90.01822581152507,21,0,1,1,2021,4,112.00552968822896,,99.71372041161193,3.731571110124408,130.93930393850218,-1030.0669739928458
2021-01-04 22:00:00,97.13481545689936,-8.07036358571077,78.13852861710228,22,0,1,1,2021,4,100.08200963653286,,99.5909206541272,3.767247449368425,65.13076840556639,-630.6063359924811
2021-01-04 23:00:00,90.53259539897276,-5.010282934718633,85.05859774656155,23,0,1,1,2021,4,109.44801724774534,,98.80277807709501,3.589855155007546,25.10293508593276,-426.1676407406941
2021-01-05 00:00:00,89.54553881507275,-3.4325926575404333,85.36723625812425,0,1,1,1,2021,5,98.6275748555608,,98.42435990874135,4.057367726272873,11.782692352600494,-293.03094837415676
2021-01-05 01:00:00,87.7233334480916,-5.110801864437116,84.89375616184134,1,1,1,1,2021,5,92.57796283233723,,98.22208368439779,4.462310711399976,26.1202956975339,-433.8751672710086
2021-01-05 02:00:00,101.37605430405668,-4.239164103505927,82.94689883933276,2,1,1,1,2021,5,99.90542486276374,,98.28335991111832,4.496398398721331,17.97051229645321,-351.6255160568369
2021-01-05 03:00:00,93.17221426627702,-4.89892103443154,84.28722596213548,3,1,1,1,2021,5,97.535493267679,,98.10155661939325,4.614608248867126,23.99942730159579,-412.9164641997897
2021-01-05 04:00:00,88.12260593762774,-4.142276374496586,86.25340603952792,4,1,1,1,2021,5,103.06017088180424,,97.47915808005256,4.914355618712562,17.158453562712577,-357.2854460573976
2021-01-05 05:00:00,91.79834291550624,-4.412401113181751,87.30938017090526,5,1,1,1,2021,5,106.328144253802,,96.8737496909569,4.665512402043895,19.469283583607556,-385.24400625731107
2021-01-05 06:00:00,78.32253700485235,-7.144538243073114,92.92498465633948,6,1,1,1,2021,5,99.98193128670316,,95.97127492921311,5.954832819879083,51.044426706734264,-663.9061066141998
2021-01-05 07:00:00,93.3113314897984,-0.344791845285969,85.03322515809607,7,1,1,1,2021,5,96.53740836126944,,95.83685505956849,5.977864687828777,0.11888141657570359,-29.31876261287723
2021-01-05 08:00:00,85.95773177554693,-4.915215306189816,79.4899117252686,8,1,1,1,2021,5,99.4486773887743,,95.27473232568401,6.251504765950459,24.159341506202644,-390.7100307997175
2021-01-05 09:00:00,94.44027502298972,-5.000743134782876,88.5021596020342,9,1,1,1,2021,5,99.23059787150969,,95.07513554032901,6.195936557700443,25.007431900078068,-442.57656704333095
2021-01-05 10:00:00,89.3299337499907,-7.511264473077762,80.98748365324849,10,1,1,1,2021,5,95.46634535727858,,94.81945172335868,6.304749084310761,56.419093984520146,-608.3184087286113
2021-01-05 11:00:00,93.8092889809957,-3.054453612820188,88.72658610939477,11,1,1,1,2021,5,97.77754144264914,,94.65410787078979,6.27576709740283,9.3296868728703,-271.0112414950424
2021-01-05 12:00:00,96.16882594624283,-8.584087458519429,84.71635889263027,12,1,1,1,2021,5,100.94546057753962,,94.4550814278191,6.141885373212753,73.68655749551054,-727.2126339016584
2021-01-05 13:00:00,93.53272354524732,-2.867966139452621,77.0009414961015,13,1,1,1,2021,5,102.98322135792066,,94.06131068562438,5.868203304119785,8.22522977704677,-220.83609291679136
2021-01-05 14:00:00,91.87211699068362,-5.098504462933798,92.61595109643794,14,1,1,1,2021,5,98.16432331551714,,93.79913542208963,5.817260022764997,25.994747758555857,-472.20284000404723
2021-01-05 15:00:00,92.58253778367154,-2.1200961330362134,84.25600499478175,15,1,1,1,2021,5,98.67821119017614,,93.54514903015195,5.727349858866375,4.494807613315105,-178.63083037451665
2021-01-05 16:00:00,92.12281722255922,-3.615274343416014,79.41925914770222,16,1,1,1,2021,5,103.415307734888,,93.07462859213825,5.331399949384335,13.070208578162092,-287.1224099697954
2021-01-05 17:00:00,95.6470209227172,-3.749205584770909,84.98751828095136,17,1,1,1,2021,5,103.72201331820806,,92.73817057565947,4.864608163941575,14.056542516877373,-318.6356781747626
2021-01-05 18:00:00,96.49478008466475,-5.655308585679777,79.4712060985589,18,1,1,1,2021,5,96.0564625729568,,92.75643380531396,4.878410903376689,31.982515199263403,-449.4341941635072
2021-01-05 19:00:00,91.86271158888158,-2.8219148590879057,87.02041934505421,19,1,1,1,2021,5,95.17671329481232,,92.61835040090017,4.853765528926622,7.963203471941115,-245.56421439386912
2021-01-05 20:00:00,84.34177911197166,-6.943099483392386,80.93700658187849,20,1,1,1,2021,5,98.34356527334208,,92.03494264417641,4.9756481419001535,48.20663043628362,-561.9536885859667
2021-01-05 21:00:00,97.19056104514858,-1.71189425928779,78.14837882604283,21,1,1,1,2021,5,99.63671169691612,,91.93301970035276,4.836262037645171,2.930581954982491,-133.7817610849502
2021-01-05 22:00:00,92.4061070856873,-7.3285435375239345,92.0308168530005,22,1,1,1,2021,5,97.13481545689936,,91.73599018488561,4.709797091945367,53.707550381383825,-674.4518481011056
2021-01-05 23:00:00,91.46523034996432,-3.557963328062904,82.89988392424225,23,1,1,1,2021,5,90.53259539897276,,91.77484997451025,4.703279377511546,12.659103043840455,-294.9547469031254
2021-01-06 00:00:00,95.15367597021547,-1.310736509819562,84.51258210394843,0,2,1,1,2021,6,89.54553881507275,,92.0085223559745,4.726959767795988,1.7180301981739667,-110.77372690276854
2021-01-06 01:00:00,93.63466854424668,-5.450274369417151,83.00525020459756,1,2,1,1,2021,6,87.7233334480916,,92.25482798498098,4.647303712002334,29.705490701925527,-452.40138771717585
2021-01-06 02:00:00,87.41146483083047,-6.916355325884512,86.27552718534832,2,2,1,1,2021,6,101.37605430405668,,91.67297009026322,4.318196693137188,47.835970993891046,-596.7122019418779
2021-01-06 03:00:00,93.29659200632824,-2.3238230916434883,83.13489922960193,3,2,1,1,2021,6,93.17221426627702,,91.67815249609868,4.3201484078039405,5.4001537612555,-193.19079855120341
2021-01-06 04:00:00,81.1240614509682,-3.282397272837877,89.33908437105525,4,2,1,1,2021,6,88.12260593762774,,91.3865464758212,4.782080686221861,10.774131856733534,-293.24636689738475
2021-01-06 05:00:00,88.30357173061421,-1.9391296951829844,83.83337080638023,5,2,1,1,2021,6,91.79834291550624,,91.24093100978405,4.822037568138496,3.760223974740454,-162.5637787779382
2021-01-06 06:00:00,90.83791753182012,-5.2363775699444775,79.47300078584944,6,2,1,1,2021,6,78.32253700485235,,91.76240519840769,3.96478045550167,27.41965005501763,-416.1506387312018
2021-01-06 07:00:00,90.5412816489812,-3.354721882904493,86.6184074787526,7,2,1,1,2021,6,93.3113314897984,,91.6469864550403,3.9580429275889863,11.254158911638267,-290.58066703130953
2021-01-06 08:00:00,80.75597543618018,-1.4377757365737662,83.24269317350864,8,2,1,1,2021,6,85.95773177554693,,91.43024660756669,4.40078778576045,2.067199068680236,-119.68432449192541
2021-01-06 09:00:00,92.76792060677712,-4.426891551324082,80.19068678517333,9,2,1,1,2021,6,94.44027502298972,,91.36056517355784,4.364142580883639,19.597368807184537,-354.9954738241595
2021-01-06 10:00:00,95.45571216241795,-7.053109251535537,89.98338718622925,10,2,1,1,2021,6,89.3299337499907,,91.6158059407423,4.4190066128667445,49.74635011409619,-634.6626606476979
2021-01-06 11:00:00,99.25067695547568,-4.507781913765012,89.14068220333141,11,2,1,1,2021,6,93.8092889809957,,91.84253043967898,4.668960590159239,20.320097782066952,-401.82675501685196
2021-01-06 12:00:00,88.70883111190001,-6.898645364102778,87.88068449124565,12,2,1,1,2021,6,96.16882594624283,,91.53169732158136,4.616444444158485,47.59130785965675,-606.2576766597107
2021-01-06 13:00:00,97.12511153720934,-5.219042903530566,92.70585088250854,13,2,1,1,2021,6,93.53272354524732,,91.68138015457977,4.740713218520952,27.23840882889276,-483.83581316411903
2021-01-06 14:00:00,87.31213429925062,-7.438462206589861,86.36920413671533,14,2,1,1,2021,6,91.87211699068362,,91.49138087577008,4.823393434929897,55.3307199988657,-642.4540607842016
2021-01-06 15:00:00,91.5697425384608,-3.889136197374845,83.88597222878718,15,2,1,1,2021,6,92.58253778367154,,91.44918107388628,4.817859143178471,15.12538036173127,-326.24397104695726
2021-01-06 16:00:00,93.55263651678656,-4.064341001760063,91.47895648047016,16,2,1,1,2021,6,92.12281722255922,,91.50875687781242,4.8353597552695,16.518867778587992,-371.8016736217993
2021-01-06 17:00:00,87.7955016445956,-2.422757781456004,84.4333487425622,17,2,1,1,2021,6,95.6470209227172,,91.18161024122402,4.8087358374197375,5.869755267605619,-204.5615526804311
2021-01-06 18:00:00,96.505385512645,-3.1302608325954866,89.60332375393037,18,2,1,1,2021,6,96.49478008466475,,91.18205213405655,4.809245772977911,9.798532880081389,-280.481774817301
2021-01-06 19:00:00,87.07077391033303,-3.874071294030237,79.25884351337838,19,2,1,1,2021,6,91.86271158888158,,90.98238806411702,4.878729192928533,15.008428391229113,-307.05441045321385
2021-01-06 20:00:00,94.93038827129452,-4.70195973325611,86.55518809088201,20,2,1,1,2021,6,84.34177911197166,,91.42358011242213,4.728559733793922,22.108425333161865,-406.979009107736
2021-01-06 21:00:00,91.95558879152745,-5.002080591181244,85.50502278443005,21,2,1,1,2021,6,97.19056104514858,,91.20545626852125,4.569018858025619,25.020810240672102,-427.7030149185076
2021-01-06 22:00:00,96.5860414698879,-4.29577268467354,83.03280381742967,22,2,1,1,2021,6,92.4061070856873,,91.37962020119626,4.694713064291085,18.45366295838731,-356.6900505707712
2021-01-06 23:00:00,85.643032376603,-6.527842270905093,80.61637055246784,23,2,1,1,2021,6,91.46523034996432,,91.13702861897288,4.838326614880076,42.61272471381536,-526.2509514193481
2021-01-07 00:00:00,99.71263411813192,-6.612529730307869,83.6988069062326,0,3,1,1,2021,7,95.15367597021547,,91.32698520846941,5.086033098139132,43.725549434205455,-553.4608490587607
2021-01-07 01:00:00,101.09833161172853,-5.98599364191941,88.2670285444564,1,3,1,1,2021,7,93.63466854424668,,91.63797116961449,5.448536162625186,35.8321198810996,-528.365871658235
2021-01-07 02:00:00,90.33399478783753,-3.2624259014650625,80.72164867570935,2,3,1,1,2021,7,87.41146483083047,,91.75974325115645,5.382223886862509,10.643422762550125,-263.34839744859715
2021-01-07 03:00:00,96.4649435705494,-2.839041557202723,74.7792110665714,3,3,1,1,2021,7,93.29659200632824,,91.89175789966566,5.459855143812029,8.060156963524062,-212.30128783282998
2021-01-07 04:00:00,97.6313417270963,-1.2933438133686752,79.16785581354004,4,3,1,1,2021,7,81.1240614509682,,92.57956124450432,5.070272231415041,1.6727382195790266,-102.39125653410532
2021-01-07 05:00:00,91.6049643971894,-5.415607664862856,90.00391664165274,5,3,1,1,2021,7,88.30357173061421,,92.7171192722783,4.993420937432358,29.328806379721314,-487.4259008322121
2021-01-07 06:00:00,92.72928975861012,-2.708228663852907,84.54883063687517,6,3,1,1,2021,7,90.83791753182012,,92.79592644839454,4.977372741491757,7.334502495714502,-228.97756662603015
2021-01-07 07:00:00,102.05077530803008,-5.795411134322661,86.70899472273926,7,3,1,1,2021,7,90.5412816489812,,93.27548868418825,5.295021419299479,33.58679021583107,-502.514273462088
2021-01-07 08:00:00,89.19789474628057,-5.243423000546026,87.32125735197923,8,3,1,1,2021,7,80.75597543618018,,93.62723532210912,4.670797044587881,27.493484762655093,-457.86228923596667
